Production Enquiry as of 31/10/2025,,,,,,,,,
Assembly Number,Assembly Date,Assemble By,Product Code,Product Description,Product Group,Warehouse,Quantity,Total Cost,Assembly Status
ASM-00029344,24/06/2025,18/06/2025,WH-PSDHFullPOM,Pesado White Portafilter Handle Only - Full POM,PESADO,Main Warehouse,-1,-4.65,Completed
ASM-00029344,24/06/2025,18/06/2025,PSDHY,Pesado HYBRID Double Spouted Attachment - (LM 6mm - NS - BR 58),PESADO,Main Warehouse,-1,-9.45,Completed
ASM-00029344,24/06/2025,18/06/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.48,Completed
ASM-00029344,24/06/2025,18/06/2025,PFH00BR58-HY,Pesado HYBRID Naked Portafilter Head Only Breville 58mm,PESADO,Main Warehouse,-1,-17.64,Completed
ASM-00029344,24/06/2025,18/06/2025,PF02BR58-WHPOM-HY,Pesado HYBRID Double Spouted Portafilter Breville 58mm - White Full POM,PESADO,Main Warehouse,1,32.22,Completed
ASM-00029343,24/06/2025,18/06/2025,WH-PSDHFullPOM,Pesado White Portafilter Handle Only - Full POM,PESADO,Main Warehouse,-1,-4.65,Completed
ASM-00029343,24/06/2025,18/06/2025,PSDHY-BR,Pesado HYBRID Double Spouted Attachment - (Breville 54),PESADO,Main Warehouse,-1,-9.46,Completed
ASM-00029343,24/06/2025,18/06/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.48,Completed
ASM-00029343,24/06/2025,18/06/2025,PFH00BR54-HY,Pesado HYBRID Naked Portafilter Head Only Breville 54mm,PESADO,Main Warehouse,-1,-17.64,Completed
ASM-00029343,24/06/2025,18/06/2025,PF02BR54-WHPOM-HY,Pesado HYBRID Double Spouted Portafilter Breville 54mm - White Full POM,PESADO,Main Warehouse,1,32.23,Completed
ASM-00029342,24/06/2025,18/06/2025,PSDjug-BK,Pesado Jug - Black (Black Ripple Edition),PESADO,Main Warehouse,-1,-11.62,Completed
ASM-00029342,24/06/2025,18/06/2025,PSDdosingCup-BK,Pesado 58mm Dosing Cup - Black Ripple edition,PESADO,Main Warehouse,-1,-6.51,Completed
ASM-00029342,24/06/2025,18/06/2025,PSDBlackRippleSet,Pesado Black Ripple Set,PESADO,Main Warehouse,1,18.13,Completed
ASM-00029341,18/06/2025,18/06/2025,PSDHY-BR,Pesado HYBRID Double Spouted Attachment - (Breville 54),PESADO,Main Warehouse,-1,-9.46,Completed
ASM-00029341,18/06/2025,18/06/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.48,Completed
ASM-00029341,18/06/2025,18/06/2025,PFMOD2-Black,Pesado Portafilter Multi  Handle Module 2 - Black,PESADO,Main Warehouse,-1,-11.01,Completed
ASM-00029341,18/06/2025,18/06/2025,PFMOD1-Black,Pesado Portafilter Multi  Handle Module 1 - Black,PESADO,Main Warehouse,-1,-3.10,Completed
ASM-00029341,18/06/2025,18/06/2025,PFH00BR54-HY,Pesado HYBRID Naked Portafilter Head Only Breville 54mm,PESADO,Main Warehouse,-1,-17.64,Completed
ASM-00029341,18/06/2025,18/06/2025,PF02BR54-BBK-HY,Pesado HYBRID Double Spouted Portafilter Breville 54mm - Black/Black,PESADO,Main Warehouse,1,41.69,Completed
ASM-00029340,18/06/2025,18/06/2025,PSD-beantube,Single Dose Bean Cellar - 4pcs,PESADO,Main Warehouse,-1,-10.85,Completed
ASM-00029340,18/06/2025,18/06/2025,PSD-Beanstand,Magnetic Bean Stand,PESADO,Main Warehouse,-1,-15.50,Completed
ASM-00029340,18/06/2025,18/06/2025,PSD-Beanstand-combo,Magnetic Bean Stand With Single Dose Bean Cellar - 4pcs,PESADO,Main Warehouse,1,26.35,Completed
ASM-00029339,18/06/2025,18/06/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.48,Completed
ASM-00029339,18/06/2025,18/06/2025,PFMOD2-Bronze,Pesado Portafilter Multi  Handle Module 2 - Bronze,PESADO,Main Warehouse,-1,-9.92,Completed
ASM-00029339,18/06/2025,18/06/2025,PFMOD1-Black,Pesado Portafilter Multi  Handle Module 1 - Black,PESADO,Main Warehouse,-1,-3.10,Completed
ASM-00029339,18/06/2025,18/06/2025,PFH00BR54-HY,Pesado HYBRID Naked Portafilter Head Only Breville 54mm,PESADO,Main Warehouse,-1,-17.64,Completed
ASM-00029339,18/06/2025,18/06/2025,PF00BR54-BBZ-HY,Pesado HYBRID Naked Portafilter Breville 54mm - Black/Bronze,PESADO,Main Warehouse,1,31.14,Completed
ASM-00029338,18/06/2025,18/06/2025,PSD-PinUP,Pesado WDT tool Pin upgrade,PESADO,Main Warehouse,-1,-3.10,Completed
ASM-00029338,18/06/2025,18/06/2025,PSDleva-bronze,Pesado Leva knob - Bronze,PESADO,Main Warehouse,-1,-9.92,Completed
ASM-00029338,18/06/2025,18/06/2025,PSDcrusher-Bronze,Pesado Clump Crusher - Bronze,PESADO,Main Warehouse,1,13.02,Completed
ASM-00029337,24/06/2025,18/06/2025,PSDHY,Pesado HYBRID Double Spouted Attachment - (LM 6mm - NS - BR 58),PESADO,Main Warehouse,-1,-9.45,Completed
ASM-00029337,24/06/2025,18/06/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.48,Completed
ASM-00029337,24/06/2025,18/06/2025,PFMOD2-Riga,Pesado Portafilter Multi Handle Module 2 - Riga,PESADO,Main Warehouse,-1,-6.98,Completed
ASM-00029337,24/06/2025,18/06/2025,PFMOD1-Black,Pesado Portafilter Multi  Handle Module 1 - Black,PESADO,Main Warehouse,-1,-3.10,Completed
ASM-00029337,24/06/2025,18/06/2025,PFH00MV-HY,Pesado HYBRID Naked Portafilter Head Only - 5mm E61,PESADO,Main Warehouse,-1,-17.63,Completed
ASM-00029337,24/06/2025,18/06/2025,PF02MVBK-Riga-HY,Pesado HYBRID Double Spouted Portafilter 5mm E61 - Black/Riga,PESADO,Main Warehouse,1,37.64,Completed
ASM-00029336,18/06/2025,18/06/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-2,-0.95,Completed
ASM-00029336,18/06/2025,18/06/2025,PFMOD2-Black,Pesado Portafilter Multi  Handle Module 2 - Black,PESADO,Main Warehouse,-2,-22.01,Completed
ASM-00029336,18/06/2025,18/06/2025,PFMOD1-Black,Pesado Portafilter Multi  Handle Module 1 - Black,PESADO,Main Warehouse,-2,-6.20,Completed
ASM-00029336,18/06/2025,18/06/2025,PFH00BR58-HY,Pesado HYBRID Naked Portafilter Head Only Breville 58mm,PESADO,Main Warehouse,-2,-35.28,Completed
ASM-00029336,18/06/2025,18/06/2025,PF00BR58-BBK-HY,Pesado HYBRID Naked Portafilter Breville 58mm - Black/Black,PESADO,Main Warehouse,2,64.44,Completed
ASM-00029335,18/06/2025,18/06/2025,WH-PSDHFullPOM,Pesado White Portafilter Handle Only - Full POM,PESADO,Main Warehouse,-2,-9.30,Completed
ASM-00029335,18/06/2025,18/06/2025,PSD02Spout,Pesado Spout - Double,PESADO,Main Warehouse,-2,-10.85,Completed
ASM-00029335,18/06/2025,18/06/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-2,-0.95,Completed
ASM-00029335,18/06/2025,18/06/2025,PFHLM,Pesado Double Spouted Portafilter  Head Only LM 6mm,PESADO,Main Warehouse,-2,-33.14,Completed
ASM-00029335,18/06/2025,18/06/2025,PF02LM-WHPOM,Pesado Double Spouted Portafilter LM 6mm - White Full POM,PESADO,Main Warehouse,2,54.24,Completed
ASM-00029334,18/06/2025,18/06/2025,PSD02Spout,Pesado Spout - Double,PESADO,Main Warehouse,-3,-16.28,Completed
ASM-00029334,18/06/2025,18/06/2025,PFMOD2-Black,Pesado Portafilter Multi  Handle Module 2 - Black,PESADO,Main Warehouse,-3,-33.02,Completed
ASM-00029334,18/06/2025,18/06/2025,PFMOD1-Black,Pesado Portafilter Multi  Handle Module 1 - Black,PESADO,Main Warehouse,-3,-9.30,Completed
ASM-00029334,18/06/2025,18/06/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-3,-1.43,Completed
ASM-00029334,18/06/2025,18/06/2025,PFHLM,Pesado Double Spouted Portafilter  Head Only LM 6mm,PESADO,Main Warehouse,-3,-49.71,Completed
ASM-00029334,18/06/2025,18/06/2025,PF02LM-BBK,Pesado Double Spouted Portafilter LM 6mm - Black/Black,PESADO,Main Warehouse,3,109.74,Completed
ASM-00029333,18/06/2025,18/06/2025,PSDHFullPOM,Pesado Portafilter Handle Only - Full POM,PESADO,Main Warehouse,-4,-18.60,Completed
ASM-00029333,18/06/2025,18/06/2025,PSD02Spout,Pesado Spout - Double,PESADO,Main Warehouse,-4,-21.70,Completed
ASM-00029333,18/06/2025,18/06/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-4,-1.91,Completed
ASM-00029333,18/06/2025,18/06/2025,PFHLM,Pesado Double Spouted Portafilter  Head Only LM 6mm,PESADO,Main Warehouse,-4,-66.28,Completed
ASM-00029333,18/06/2025,18/06/2025,PF02LM-FullPOM,Pesado Double Spouted Portafilter LM 6mm - Full POM,PESADO,Main Warehouse,4,108.49,Completed
ASM-00029332,18/06/2025,18/06/2025,PSDHY,Pesado HYBRID Double Spouted Attachment - (LM 6mm - NS - BR 58),PESADO,Main Warehouse,-1,-9.45,Completed
ASM-00029332,18/06/2025,18/06/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.48,Completed
ASM-00029332,18/06/2025,18/06/2025,PFMOD2-Haze,Pesado Portafilter Multi Handle Module 2 - Haze,PESADO,Main Warehouse,-1,-9.92,Completed
ASM-00029332,18/06/2025,18/06/2025,PFMOD1-Black,Pesado Portafilter Multi  Handle Module 1 - Black,PESADO,Main Warehouse,-1,-3.10,Completed
ASM-00029332,18/06/2025,18/06/2025,PFH00LM-HY,Pesado HYBRID Naked Portafilter Head Only LM 6mm,PESADO,Main Warehouse,-1,-17.64,Completed
ASM-00029332,18/06/2025,18/06/2025,PF02LM-BHZ-HY,Pesado HYBRID Double Spouted Portafilter LM 6mm - Black/Haze,PESADO,Main Warehouse,1,40.59,Completed
ASM-00029331,18/06/2025,18/06/2025,PSDHY,Pesado HYBRID Double Spouted Attachment - (LM 6mm - NS - BR 58),PESADO,Main Warehouse,-1,-9.45,Completed
ASM-00029331,18/06/2025,18/06/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.48,Completed
ASM-00029331,18/06/2025,18/06/2025,PFMOD2-Dusk,Pesado Portafilter Multi Handle Module 2 - Dusk,PESADO,Main Warehouse,-1,-9.92,Completed
ASM-00029331,18/06/2025,18/06/2025,PFMOD1-Black,Pesado Portafilter Multi  Handle Module 1 - Black,PESADO,Main Warehouse,-1,-3.10,Completed
ASM-00029331,18/06/2025,18/06/2025,PFH00LM-HY,Pesado HYBRID Naked Portafilter Head Only LM 6mm,PESADO,Main Warehouse,-1,-17.64,Completed
ASM-00029331,18/06/2025,18/06/2025,PF02LM-BDK-HY,Pesado HYBRID Double Spouted Portafilter LM 6mm - Black/Dusk,PESADO,Main Warehouse,1,40.59,Completed
ASM-00029330,30/06/2025,18/06/2025,PSD-PinUP,Pesado WDT tool Pin upgrade,PESADO,Main Warehouse,-1,-3.10,Completed
ASM-00029330,30/06/2025,18/06/2025,PSDleva-silver,Pesado Leva knob - Silver,PESADO,Main Warehouse,-1,-6.82,Completed
ASM-00029330,30/06/2025,18/06/2025,PSDcrusher-Silver,Pesado Clump Crusher - Silver,PESADO,Main Warehouse,1,9.92,Completed
ASM-00029329,30/06/2025,18/06/2025,V2-PSDring-58mm,Pesado Magnetic 58mm Dosing Ring,PESADO,Main Warehouse,-1,-7.44,Completed
ASM-00029329,30/06/2025,18/06/2025,PSDdosingCup-BK,Pesado 58mm Dosing Cup - Black Ripple edition,PESADO,Main Warehouse,-1,-6.51,Completed
ASM-00029329,30/06/2025,18/06/2025,DOSING_B,Dosing Bundle - Black Ripple 58mm Dosing Cup Black 58mm Dosing Ring,PESADO,Main Warehouse,1,13.95,Completed
ASM-00029327,18/06/2025,17/06/2025,M12 screw,M12 X 80mm,PESADO,Main Warehouse,-1,-0.96,Completed
ASM-00029327,18/06/2025,17/06/2025,PFMOD2-Gold,Pesado Portafilter Multi  Handle Module 2 - Gold,PESADO,Main Warehouse,-1,-9.92,Completed
ASM-00029327,18/06/2025,17/06/2025,PFMOD1-Black,Pesado Portafilter Multi  Handle Module 1 - Black,PESADO,Main Warehouse,-1,-3.10,Completed
ASM-00029327,18/06/2025,17/06/2025,PSDHMODBGD,Pesado Portafilter Handle Only - Black/Gold,Modular Handle Only,Main Warehouse,1,13.98,Completed
ASM-00029326,17/06/2025,17/06/2025,PSD-PinUP,Pesado WDT tool Pin upgrade,PESADO,Main Warehouse,-1,-3.10,Completed
ASM-00029326,17/06/2025,17/06/2025,PSDleva-bronze,Pesado Leva knob - Bronze,PESADO,Main Warehouse,-1,-9.92,Completed
ASM-00029326,17/06/2025,17/06/2025,PSDcrusher-Bronze,Pesado Clump Crusher - Bronze,PESADO,Main Warehouse,1,13.02,Completed
ASM-00029325,30/06/2025,17/06/2025,PSDHY,Pesado HYBRID Double Spouted Attachment - (LM 6mm - NS - BR 58),PESADO,Main Warehouse,-1,-9.45,Completed
ASM-00029325,30/06/2025,17/06/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.48,Completed
ASM-00029325,30/06/2025,17/06/2025,PFMOD2-Iris,Pesado Portafilter Multi Handle Module 2 - Iris,PESADO,Main Warehouse,-1,-6.98,Completed
ASM-00029325,30/06/2025,17/06/2025,PFMOD1-Black,Pesado Portafilter Multi  Handle Module 1 - Black,PESADO,Main Warehouse,-1,-3.10,Completed
ASM-00029325,30/06/2025,17/06/2025,PFH00MV-HY,Pesado HYBRID Naked Portafilter Head Only - 5mm E61,PESADO,Main Warehouse,-1,-17.63,Completed
ASM-00029325,30/06/2025,17/06/2025,PF02MVBK-Iris-HY,Pesado HYBRID Double Spouted portafilter 5mm E61 - Black/Iris,PESADO,Main Warehouse,1,37.64,Completed
ASM-00029324,19/06/2025,19/06/2025,PSD-PinUP,Pesado WDT tool Pin upgrade,PESADO,Main Warehouse,-5,-15.50,Completed
ASM-00029324,19/06/2025,19/06/2025,PSDleva-bronze,Pesado Leva knob - Bronze,PESADO,Main Warehouse,-5,-49.60,Completed
ASM-00029324,19/06/2025,19/06/2025,PSDcrusher-Bronze,Pesado Clump Crusher - Bronze,PESADO,Main Warehouse,5,65.10,Completed
ASM-00029323,19/06/2025,19/06/2025,PSD-PinUP,Pesado WDT tool Pin upgrade,PESADO,Main Warehouse,-5,-15.50,Completed
ASM-00029323,19/06/2025,19/06/2025,PSDleva-gold,Pesado Leva knob - Gold,PESADO,Main Warehouse,-5,-49.60,Completed
ASM-00029323,19/06/2025,19/06/2025,PSDcrusher-Gold,Pesado Clump Crusher - Gold,PESADO,Main Warehouse,5,65.10,Completed
ASM-00029322,18/06/2025,16/06/2025,PSDTMOD2-Silver,Pesado Tamper Multi Handle Module 2 - Silver,PESADO,Main Warehouse,-1,-5.89,Completed
ASM-00029322,18/06/2025,16/06/2025,PSDTMOD1-Black,Pesado Tamper Multi Handle Module 1 - Black,PESADO,Main Warehouse,-1,-3.26,Completed
ASM-00029322,18/06/2025,16/06/2025,PSDTBR54base,Pesado Tamper Base Only 54mm,PESADO,Main Warehouse,-1,-8.83,Completed
ASM-00029322,18/06/2025,16/06/2025,PSDT-53.5-BSL,Pesado 53.5mm Tamper - Black/Silver,PESADO,Main Warehouse,1,17.98,Completed
ASM-00029321,18/06/2025,16/06/2025,PSDHY,Pesado HYBRID Double Spouted Attachment - (LM 6mm - NS - BR 58),PESADO,Main Warehouse,-1,-9.45,Completed
ASM-00029321,18/06/2025,16/06/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.48,Completed
ASM-00029321,18/06/2025,16/06/2025,PFMOD2-Bronze,Pesado Portafilter Multi  Handle Module 2 - Bronze,PESADO,Main Warehouse,-1,-9.92,Completed
ASM-00029321,18/06/2025,16/06/2025,PFMOD1-Black,Pesado Portafilter Multi  Handle Module 1 - Black,PESADO,Main Warehouse,-1,-3.10,Completed
ASM-00029321,18/06/2025,16/06/2025,PFH00MV-HY,Pesado HYBRID Naked Portafilter Head Only - 5mm E61,PESADO,Main Warehouse,-1,-17.63,Completed
ASM-00029321,18/06/2025,16/06/2025,PF02MV-BBZ-HY,Pesado HYBRID Double Spouted Portafilter 5mm E61 - Black/Bronze,PESADO,Main Warehouse,1,40.58,Completed
ASM-00029320,16/06/2025,05/06/2025,PFH00MV-HY,Pesado HYBRID Naked Portafilter Head Only - 5mm E61,PESADO,Main Warehouse,-1,-17.63,Completed
ASM-00029320,16/06/2025,05/06/2025,PSDHY,Pesado HYBRID Double Spouted Attachment - (LM 6mm - NS - BR 58),PESADO,Main Warehouse,-1,-9.45,Completed
ASM-00029320,16/06/2025,05/06/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.48,Completed
ASM-00029320,16/06/2025,05/06/2025,PSDHWRaya,Pesado Portafilter Handle Only - Raya,PESADO,Main Warehouse,-1,-7.75,Completed
ASM-00029320,16/06/2025,05/06/2025,PF02MVRaya-HY,Pesado HYBRID Double Spouted Portafilter 5mm E61 - Raya,PESADO,Main Warehouse,1,35.31,Completed
ASM-00029319,16/06/2025,16/06/2025,PSDHY,Pesado HYBRID Double Spouted Attachment - (LM 6mm - NS - BR 58),PESADO,Main Warehouse,-2,-18.90,Completed
ASM-00029319,16/06/2025,16/06/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-2,-0.95,Completed
ASM-00029319,16/06/2025,16/06/2025,PFH00MV-HY,Pesado HYBRID Naked Portafilter Head Only - 5mm E61,PESADO,Main Warehouse,-2,-35.26,Completed
ASM-00029319,16/06/2025,16/06/2025,PFH02MV-HY,Pesado HYBRID Double Spouted Portafilter Head Only 5mm E61,PESADO,Main Warehouse,2,55.11,Completed
ASM-00029318,18/06/2025,16/06/2025,PSDHY,Pesado HYBRID Double Spouted Attachment - (LM 6mm - NS - BR 58),PESADO,Main Warehouse,-1,-9.45,Completed
ASM-00029318,18/06/2025,16/06/2025,PFH00LM-HY,Pesado HYBRID Naked Portafilter Head Only LM 6mm,PESADO,Main Warehouse,-1,-17.64,Completed
ASM-00029318,18/06/2025,16/06/2025,PFH02LM-HY,Pesado HYBRID Double Spouted Portafilter Head Only LM 6mm,PESADO,Main Warehouse,1,27.09,Completed
ASM-00029317,16/06/2025,16/06/2025,PSDHY-BR,Pesado HYBRID Double Spouted Attachment - (Breville 54),PESADO,Main Warehouse,-1,-9.46,Completed
ASM-00029317,16/06/2025,16/06/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.48,Completed
ASM-00029317,16/06/2025,16/06/2025,PFMOD2-Riga,Pesado Portafilter Multi Handle Module 2 - Riga,PESADO,Main Warehouse,-1,-6.98,Completed
ASM-00029317,16/06/2025,16/06/2025,PFMOD1-Black,Pesado Portafilter Multi  Handle Module 1 - Black,PESADO,Main Warehouse,-1,-3.10,Completed
ASM-00029317,16/06/2025,16/06/2025,PFH00BR54-HY,Pesado HYBRID Naked Portafilter Head Only Breville 54mm,PESADO,Main Warehouse,-1,-17.64,Completed
ASM-00029317,16/06/2025,16/06/2025,PF02BR54BK-Riga-HY,Pesado HYBRID Double Spouted Portafilter Breville 54mm - Black/Riga,PESADO,Main Warehouse,1,37.66,Completed
ASM-00029316,16/06/2025,16/06/2025,PSDHFullPOM,Pesado Portafilter Handle Only - Full POM,PESADO,Main Warehouse,-1,-4.65,Completed
ASM-00029316,16/06/2025,16/06/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.48,Completed
ASM-00029316,16/06/2025,16/06/2025,PFH00LM-HY,Pesado HYBRID Naked Portafilter Head Only LM 6mm,PESADO,Main Warehouse,-1,-17.64,Completed
ASM-00029316,16/06/2025,16/06/2025,PF00LM-FullPOM-HY,Pesado HYBRID Naked Portafilter LM 6mm - Full POM,PESADO,Main Warehouse,1,22.77,Completed
ASM-00029315,16/06/2025,16/06/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-2,-0.95,Completed
ASM-00029315,16/06/2025,16/06/2025,PFMOD2-Riga,Pesado Portafilter Multi Handle Module 2 - Riga,PESADO,Main Warehouse,-2,-13.95,Completed
ASM-00029315,16/06/2025,16/06/2025,PFMOD1-Black,Pesado Portafilter Multi  Handle Module 1 - Black,PESADO,Main Warehouse,-2,-6.20,Completed
ASM-00029315,16/06/2025,16/06/2025,PFH00BR58-HY,Pesado HYBRID Naked Portafilter Head Only Breville 58mm,PESADO,Main Warehouse,-2,-35.28,Completed
ASM-00029315,16/06/2025,16/06/2025,PF00BR58BK-Riga-HY,Pesado HYBRID Naked Portafilter Breville 58mm - Black/Riga,PESADO,Main Warehouse,2,56.38,Completed
ASM-00029314,16/06/2025,16/06/2025,PSDHFullPOM,Pesado Portafilter Handle Only - Full POM,PESADO,Main Warehouse,-7,-32.55,Completed
ASM-00029314,16/06/2025,16/06/2025,PSD02Spout,Pesado Spout - Double,PESADO,Main Warehouse,-7,-37.98,Completed
ASM-00029314,16/06/2025,16/06/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-7,-3.34,Completed
ASM-00029314,16/06/2025,16/06/2025,PFHLM,Pesado Double Spouted Portafilter  Head Only LM 6mm,PESADO,Main Warehouse,-7,-115.99,Completed
ASM-00029314,16/06/2025,16/06/2025,PF02LM-FullPOM,Pesado Double Spouted Portafilter LM 6mm - Full POM,PESADO,Main Warehouse,7,189.86,Completed
ASM-00029313,16/06/2025,16/06/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.48,Completed
ASM-00029313,16/06/2025,16/06/2025,PFMOD2-Silver,Pesado Portafilter Multi  Handle Module 2 - Silver,PESADO,Main Warehouse,-1,-6.82,Completed
ASM-00029313,16/06/2025,16/06/2025,PFMOD1-White,Pesado Portafilter Multi  Handle Module 1 - White,PESADO,Main Warehouse,-1,-3.10,Completed
ASM-00029313,16/06/2025,16/06/2025,PFH00NS-HY,Pesado HYBRID Naked Portafilter Head Only NS,PESADO,Main Warehouse,-1,-17.64,Completed
ASM-00029313,16/06/2025,16/06/2025,PF00NS-WSL-HY,Pesado HYBRID Naked Portafilter NS - White/Silver,PESADO,Main Warehouse,1,28.04,Completed
ASM-00029312,18/06/2025,16/06/2025,PSD-PinUP,Pesado WDT tool Pin upgrade,PESADO,Main Warehouse,-1,-3.10,Completed
ASM-00029312,18/06/2025,16/06/2025,PSDleva-haze,Pesado Leva knob - Haze,PESADO,Main Warehouse,-1,-9.92,Completed
ASM-00029312,18/06/2025,16/06/2025,PSDcrusher-Haze,Pesado Clump Crusher - Haze,PESADO,Main Warehouse,1,13.02,Completed
ASM-00029311,18/06/2025,16/06/2025,PSDHY,Pesado HYBRID Double Spouted Attachment - (LM 6mm - NS - BR 58),PESADO,Main Warehouse,-1,-9.45,Completed
ASM-00029311,18/06/2025,16/06/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.48,Completed
ASM-00029311,18/06/2025,16/06/2025,PFMOD2-Dusk,Pesado Portafilter Multi Handle Module 2 - Dusk,PESADO,Main Warehouse,-1,-9.92,Completed
ASM-00029311,18/06/2025,16/06/2025,PFMOD1-White,Pesado Portafilter Multi  Handle Module 1 - White,PESADO,Main Warehouse,-1,-3.10,Completed
ASM-00029311,18/06/2025,16/06/2025,PFH00MV-HY,Pesado HYBRID Naked Portafilter Head Only - 5mm E61,PESADO,Main Warehouse,-1,-17.63,Completed
ASM-00029311,18/06/2025,16/06/2025,PF02MV-WDK-HY,Pesado HYBRID Double Spouted Portafilter 5mm E61 - White/Dusk,PESADO,Main Warehouse,1,40.58,Completed
ASM-00029310,16/06/2025,16/06/2025,PSD-beantube,Single Dose Bean Cellar - 4pcs,PESADO,Main Warehouse,-1,-10.85,Completed
ASM-00029310,16/06/2025,16/06/2025,PSD-Beanstand,Magnetic Bean Stand,PESADO,Main Warehouse,-1,-15.50,Completed
ASM-00029310,16/06/2025,16/06/2025,PSD-Beanstand-combo,Magnetic Bean Stand With Single Dose Bean Cellar - 4pcs,PESADO,Main Warehouse,1,26.35,Completed
ASM-00029309,16/06/2025,16/06/2025,PSD-beantube,Single Dose Bean Cellar - 4pcs,PESADO,Main Warehouse,-1,-10.85,Completed
ASM-00029309,16/06/2025,16/06/2025,PSD-Beanstand,Magnetic Bean Stand,PESADO,Main Warehouse,-1,-15.50,Completed
ASM-00029309,16/06/2025,16/06/2025,PSD-Beanstand-combo,Magnetic Bean Stand With Single Dose Bean Cellar - 4pcs,PESADO,Main Warehouse,1,26.35,Completed
ASM-00029308,30/06/2025,15/06/2025,PSDTMOD1-White,Pesado Tamper Multi Handle Module 1 - White,PESADO,Main Warehouse,-1,-3.26,Completed
ASM-00029308,30/06/2025,15/06/2025,PSDTMOD2-Black,Pesado Tamper Multi Handle Module 2 - Black,PESADO,Main Warehouse,-1,-9.92,Completed
